,Unnamed: 0.1,Unnamed: 0,id,latitude,longitude,time,edge,speed,traj_future,angle,time1
0,0,48,0,11148.0,27536.0,0.0,414404145,0.9440000000000002,414504146.0,0.0,9-10
1,1,98,0,11111.562247535358,27564.425744729244,60.0,414504146,0.944,414504146.0,142.04156767644875,9-10
2,2,148,0,11053.45880441606,27574.672202540736,120.0,414504146,0.944,414504146.0,169.99880156668078,9-10
3,3,198,0,10995.355361296764,27584.918660352232,180.0,414504146,0.944,414504146.0,169.9988015666767,9-10
4,4,248,0,10937.251918177468,27595.165118163724,240.0,414504146,0.944,414504146.0,169.99880156668047,9-10
5,5,298,0,10879.148475058171,27605.41157597522,300.0,414504146,0.944,414504146.0,169.99880156667697,9-10
6,6,348,0,10821.045031938876,27615.65803378672,360.0,414504146,0.944,414504146.0,169.9988015666732,9-10
7,7,398,0,10762.94158881958,27625.90449159821,420.0,414504146,0.944,414504146.0,169.99880156668394,9-10
8,8,448,0,10704.838145700283,27636.1509494097,480.0,414504146,0.944,414604387.0,169.99880156668047,9-10
9,9,498,0,10671.510892879973,27687.08714303978,540.0,414604387,2.144,414604387.0,123.19648852422213,9-10
10,10,548,0,10688.131547314926,27820.05237851941,600.0,414604387,2.144,438704457.0,82.8749836510984,9-10
11,11,598,0,10709.154958724925,27952.37021064728,660.0,438704457,2.144,391804458.0,80.97198492549255,9-10
12,12,648,0,10767.2117954093,28071.27099969869,720.0,391804458,2.144,391804458.0,63.9746841626155,9-10
13,13,698,0,10844.109499920458,28181.01043217815,780.0,391804458,2.144,391804458.0,54.97992114574362,9-10
14,14,748,0,10921.007204431617,28290.749864657617,840.0,391804458,2.144,441804459.0,54.979921145744505,9-10
15,15,798,0,10999.563600430398,28399.29573152368,900.0,441804459,2.144,441804459.0,54.10613362410175,9-10
16,16,848,0,11080.19378674074,28506.32270501896,960.0,441804459,2.144,388804418.0,53.00697407769741,9-10
17,17,898,0,11160.899266255075,28613.29271248513,1020.0,388804418,2.144,388804418.0,52.96660409714984,9-10
18,18,948,0,11241.968610327316,28719.987423936527,1080.0,388804418,2.144,388803889.0,52.771510363379164,9-10
19,19,998,0,11323.209462674376,28823.648050193464,1140.0,388803889,1.424,388803889.0,51.91350939534569,9-10
20,20,1048,0,11411.101365360018,28809.647570119643,1200.0,388803889,1.424,388803889.0,-9.050721677184729,9-10
21,21,1097,0,11498.99326804566,28795.647090045823,1260.0,388803889,1.424,388803889.0,-9.050721677184729,9-10
22,22,1147,0,11586.885170731304,28781.64660997201,1320.0,388803889,1.424,388903890.0,-9.050721677179919,9-10
23,23,1197,0,11674.353779652163,28765.77251695176,1380.0,388903890,1.424,388903890.0,-10.286272831947365,9-10
24,24,1247,0,11759.727992039336,28740.6280571391,1440.0,388903890,1.424,408004438.0,-16.410784596878596,9-10
25,25,1297,0,11841.73432803471,28712.405734314747,1500.0,408004438,0.944,408004438.0,-18.9908031456025,9-10
26,26,1347,0,11874.52467096386,28663.35684634989,1560.0,408004438,0.944,408004438.0,-56.236334852956674,9-10
27,27,1397,0,11907.31501389301,28614.30795838504,1620.0,408004438,0.944,408004438.0,-56.23633485294931,9-10
28,28,1446,0,11940.10535682216,28565.259070420187,1680.0,408004438,0.944,408004438.0,-56.236334852954705,9-10
29,29,1495,0,11972.89569975131,28516.21018245533,1740.0,408004438,0.944,408004438.0,-56.2363348529552,9-10
30,30,1545,0,12005.68604268046,28467.16129449048,1800.0,408004438,0.944,408004438.0,-56.23633485295078,9-10
31,31,1595,0,12038.47638560961,28418.112406525623,1860.0,408004438,0.944,408004438.0,-56.2363348529552,9-10
32,32,1645,0,12071.26672853876,28369.06351856077,1920.0,408004438,0.944,408004440.0,-56.23633485295274,9-10
33,33,1695,0,12110.358071550196,28325.144255145704,1980.0,408004440,0.944,408104082.0,-48.328589043814105,9-10
34,34,1745,0,12142.005699006328,28279.161917494726,2040.0,408104082,0.944,408104082.0,-55.46206765186723,9-10
35,35,1795,0,12187.330754502573,28241.391037914524,2100.0,408104082,0.944,408104082.0,-39.80557109226407,9-10
36,36,1845,0,12232.655809998818,28203.62015833432,2160.0,408104082,0.944,408104082.0,-39.80557109226407,9-10
37,37,1895,0,12277.980865495065,28165.849278754114,2220.0,408104082,0.944,408104082.0,-39.80557109226565,9-10
38,38,1945,0,12323.305920991308,28128.078399173908,2280.0,408104082,0.944,408104082.0,-39.80557109226791,9-10
39,39,1993,0,12368.630976487551,28090.307519593705,2340.0,408104082,0.944,397804082.0,-39.80557109226519,9-10
40,40,2042,0,12403.835703507506,28044.96578844817,2400.0,397804082,0.9440000000000002,397804082.0,-52.173126195079846,9-10
41,41,2092,0,12427.27186084866,27990.820183556545,2460.0,397804082,0.9440000000000002,397804082.0,-66.59531044896612,9-10
42,42,2142,0,12450.708018189816,27936.67457866491,2520.0,397804082,0.9440000000000002,384403978.0,-66.59531044896568,9-10
43,43,2192,0,12474.451631385944,27882.663103839044,2580.0,384403978,0.944,384403978.0,-66.26955921642408,9-10
44,44,2242,0,12498.199123377282,27828.653321168484,2640.0,384403978,0.944,384403978.0,-66.26544963290411,9-10
45,45,2292,0,12521.94661536862,27774.64353849792,2700.0,384403978,0.944,384403978.0,-66.26544963290553,9-10
46,46,2342,0,12545.694107359956,27720.63375582736,2760.0,384403978,0.944,384404645.0,-66.26544963290733,9-10
47,47,2391,0,12570.792434601151,27667.310693942207,2820.0,384404645,0.944,384404645.0,-64.79437104782056,9-10
48,48,2441,0,12600.435059109,27616.29780525428,2880.0,384404645,0.944,464204645.0,-59.839939161913826,9-10
49,49,2490,0,12630.41690216315,27565.483977599684,2940.0,464204645,0.944,464204645.0,-59.45798604106323,9-10
50,50,2540,0,12660.495243190951,27514.72677711527,3000.0,464204645,0.944,385304642.0,-59.349332042946905,9-10
51,51,2590,0,12690.880750947532,27464.15354191277,3060.0,385304642,0.944,385304084.0,-59.001629582361964,9-10
52,52,2639,0,12720.28345092563,27413.003960880145,3120.0,385304084,0.944,398904084.0,-60.10809352288822,9-10
53,53,2689,0,12761.896287102383,27374.687991834428,3180.0,398904084,0.944,398904084.0,-42.63802856940836,9-10
54,54,2739,0,12814.390764131118,27347.756042750123,3240.0,398904084,0.944,398904085.0,-27.159795692293986,9-10
55,55,2789,0,12866.783161859848,27320.627793073865,3300.0,398904085,0.944,398904085.0,-27.37466062049694,9-10
56,56,2839,0,12918.97802875633,27293.11968754734,3360.0,398904085,0.944,408504086.0,-27.790442479453347,9-10
57,57,2889,0,12976.4442916547,27301.435867601213,3420.0,408504086,0.944,408504086.0,8.234344532280158,9-10
58,58,2939,0,13034.350665176404,27312.7430292948,3480.0,408504086,0.944,408604423.0,11.048905671656044,9-10
59,59,2988,0,13092.234716619358,27323.8838271278,3540.0,408604423,0.944,408604423.0,10.894355754824117,9-10
60,60,3037,0,13145.112311831295,27297.7120880835,3600.0,408604423,0.944,442304427.0,-26.33308572578722,5-6
61,61,3086,0,13193.164130644083,27279.679201392617,3660.0,442304427,0.624,442304427.0,-20.570108993783666,5-6
62,62,3136,0,13209.535453392142,27315.076655983008,3720.0,442304427,0.624,442304427.0,65.17945866450752,5-6
63,63,3186,0,13225.906776140198,27350.474110573403,3780.0,442304427,0.624,442304427.0,65.1794586645122,5-6
64,64,3236,0,13242.278098888257,27385.8715651638,3840.0,442304427,0.624,442304427.0,65.17945866451201,5-6
65,65,3286,0,13258.649421636312,27421.26901975419,3900.0,442304427,0.624,442304427.0,65.17945866451014,5-6
66,66,3336,0,13248.628677251943,27399.602545409605,4020.0,442304427,0.624,442304427.0,-114.8205413354856,5-6
67,67,3386,0,13232.257354503889,27364.20509081921,4080.0,442304427,0.624,442304427.0,-114.82054133548537,5-6
68,68,3436,0,13215.88603175583,27328.80763622882,4140.0,442304427,0.624,442304427.0,-114.82054133549248,5-6
69,69,3517,0,13199.514709007772,27293.41018163843,4200.0,442304427,0.624,408604423.0,-114.82054133549248,5-6
70,70,3567,0,13165.623990529744,27287.559843071136,4260.0,408604423,0.944,408604423.0,-170.20591814678104,5-6
71,71,3616,0,13112.746395317808,27313.73158211543,4320.0,408604423,0.944,408504086.0,153.66691427421833,5-6
72,72,3666,0,13056.81305068219,27317.129175577,4380.0,408504086,0.944,408504086.0,176.5239184554008,5-6
73,73,3715,0,12998.906677160488,27305.822013883408,4440.0,408504086,0.944,408504086.0,-168.95109432834016,5-6
74,74,3765,0,12941.000303638784,27294.514852189823,4500.0,408504086,0.944,398904085.0,-168.95109432834744,5-6
75,75,3815,0,12887.0300043117,27309.95715988978,4560.0,398904085,0.944,398904084.0,164.03279551937115,5-6
76,76,3865,0,12834.753827956938,27337.308905656875,4620.0,398904084,0.944,398904084.0,152.38070394775866,5-6
77,77,3915,0,12782.259350928203,27364.240854741183,4680.0,398904084,0.944,408404640.0,152.84020430770286,5-6
78,78,3965,0,12735.281319485102,27384.415723619964,4740.0,408404640,0.9440000000000002,408404640.0,156.75873788871957,5-6
79,79,4015,0,12751.16330143336,27327.593521538427,4800.0,408404640,0.9440000000000002,408404640.0,-74.3841571259494,5-6
80,80,4065,0,12767.045283381616,27270.77131945689,4860.0,408404640,0.9440000000000002,408404640.0,-74.3841571259511,5-6
81,81,4115,0,12782.927265329872,27213.94911737535,4920.0,408404640,0.9440000000000002,408404640.0,-74.38415712595206,5-6
82,82,4165,0,12798.809247278128,27157.126915293808,4980.0,408404640,0.9440000000000002,408404640.0,-74.38415712595206,5-6
83,83,4214,0,12814.691229226384,27100.30471321227,5040.0,408404640,0.9440000000000002,408404640.0,-74.3841571259511,5-6
84,84,4264,0,12830.57321117464,27043.48251113073,5100.0,408404640,0.9440000000000002,408404640.0,-74.38415712595206,5-6
85,85,4314,0,12846.455193122896,26986.66030904919,5160.0,408404640,0.9440000000000002,408404640.0,-74.3841571259511,5-6
86,86,4364,0,12862.337175071154,26929.83810696765,5220.0,408404640,0.9440000000000002,400604640.0,-74.38415712595035,5-6
87,87,4413,0,12853.974849533844,26875.22357655445,5280.0,400604640,0.9440000000000002,400604640.0,-98.70525660172736,5-6
88,88,4463,0,12828.090794411344,26822.20456401729,5340.0,400604640,0.9440000000000002,400604640.0,-116.02178143844458,5-6
89,89,4513,0,12802.206739288848,26769.18555148013,5400.0,400604640,0.9440000000000002,400604640.0,-116.02178143843987,5-6
90,90,4563,0,12776.32268416635,26716.16653894297,5460.0,400604640,0.9440000000000002,400604640.0,-116.02178143844142,5-6
91,91,4612,0,12750.438629043852,26663.14752640581,5520.0,400604640,0.9440000000000002,400604640.0,-116.021781438443,5-6
92,92,4662,0,12724.554573921356,26610.12851386865,5580.0,400604640,0.9440000000000002,400604640.0,-116.02178143844142,5-6
93,93,4711,0,12698.67051879886,26557.10950133149,5640.0,400604640,0.9440000000000002,400604640.0,-116.02178143844142,5-6
94,94,4761,0,12672.78646367636,26504.09048879433,5700.0,400604640,0.9440000000000002,400604640.0,-116.02178143844145,5-6
95,95,4811,0,12646.902408553864,26451.07147625717,5760.0,400604640,0.9440000000000002,400604640.0,-116.02178143844142,5-6
96,96,4860,0,12621.018353431366,26398.05246372001,5820.0,400604640,0.9440000000000002,400604577.0,-116.021781438443,5-6
97,97,4910,0,12594.962671165014,26345.11908574676,5880.0,400604577,0.944,400604577.0,-116.20804374179475,5-6
98,98,4960,0,12568.16561176604,26292.55562307954,5940.0,400604577,0.944,400604577.0,-117.01266534793854,5-6
99,99,5009,0,12541.368552367068,26239.992160412323,6000.0,400604577,0.944,400604577.0,-117.01266534793699,5-6
100,100,5059,0,12514.571492968094,26187.42869774511,6060.0,400604577,0.944,432804577.0,-117.01266534794014,5-6
101,101,5109,0,12489.656091371622,26134.036939971946,6120.0,432804577,0.944,432804577.0,-115.01623077583001,5-6
102,102,5159,0,12468.989053087413,26078.77507673373,6180.0,432804577,0.944,432804577.0,-110.50497947596227,5-6
103,103,5208,0,12448.322014803203,26023.51321349552,6240.0,432804577,0.944,432804577.0,-110.50497947596352,5-6
104,104,5258,0,12427.654976518992,25968.251350257306,6300.0,432804577,0.944,432804577.0,-110.50497947596394,5-6
105,105,5308,0,12406.987938234784,25912.98948701909,6360.0,432804577,0.944,432804329.0,-110.50497947596062,5-6
106,106,5358,0,12387.104383823158,25857.44196928,6420.0,432804329,0.944,432904330.0,-109.69512099524627,5-6
107,107,5408,0,12348.600410805371,25833.884005785065,6480.0,432904330,0.944,432904330.0,-148.54037035423445,5-6
108,108,5458,0,12290.453992600676,25843.883708278863,6540.0,432904330,0.944,432904330.0,170.24203655865472,5-6
109,109,5508,0,12232.30757439598,25853.883410772665,6600.0,432904330,0.944,434304421.0,170.24203655865153,5-6
110,110,5558,0,12173.489592788825,25856.353691309592,6660.0,434304421,0.944,434304421.0,177.59506337077076,5-6
111,111,5608,0,12114.491298681383,25856.802347538545,6720.0,434304421,0.944,434304421.0,179.56429904873312,5-6
112,112,5658,0,12055.49300457394,25857.2510037675,6780.0,434304421,0.944,434304421.0,179.56429904873315,5-6
113,113,5708,0,11996.4947104665,25857.69965999645,6840.0,434304421,0.944,424004343.0,179.56429904873312,5-6
114,114,5758,0,11937.496688456577,25858.180586218,6900.0,424004343,0.944,424004343.0,179.5329600635477,5-6
115,115,5808,0,11878.499217443485,25858.726859097744,6960.0,424004343,0.944,404904240.0,179.4694986833339,5-6
116,116,5858,0,11819.50078669996,25859.134087333183,7020.0,404904240,0.944,404904240.0,179.6045303516277,5-6
117,117,5908,0,11760.501396194646,25859.402266380934,7080.0,404904240,0.944,404904240.0,179.73956643218716,5-6
118,118,5956,0,11701.502005689334,25859.670445428685,7140.0,404904240,0.944,404904240.0,179.73956643218716,5-6
119,119,6005,0,11642.50261518402,25859.93862447644,7200.0,404904240,0.944,404804049.0,179.7395664321836,11-12
120,120,6054,0,11629.69889755194,25814.50812298283,7260.0,404804049,0.944,404804049.0,-105.73947477491107,11-12
121,121,6103,0,11630.605215182122,25755.51508450918,7320.0,404804049,0.944,404804049.0,-89.1198268207896,11-12
122,122,6153,0,11631.511532812305,25696.52204603553,7380.0,404804049,0.944,404804049.0,-89.11982682078965,11-12
123,123,6203,0,11632.417850442484,25637.529007561887,7440.0,404804049,0.944,404804049.0,-89.11982682079308,11-12
124,124,6253,0,11633.324168072666,25578.53596908824,7500.0,404804049,0.944,404804049.0,-89.1198268207896,11-12
125,125,6303,0,11634.230485702848,25519.542930614592,7560.0,404804049,0.944,404804049.0,-89.1198268207896,11-12
126,126,6352,0,11635.136803333033,25460.549892140945,7620.0,404804049,0.944,404804049.0,-89.11982682078782,11-12
127,127,6401,0,11636.043120963212,25401.55685366729,7680.0,404804049,0.944,404804049.0,-89.11982682079325,11-12
128,128,6451,0,11636.949438593394,25342.56381519365,7740.0,404804049,0.944,404804049.0,-89.11982682078948,11-12
129,129,6501,0,11637.855756223576,25283.570776720004,7800.0,404804049,0.944,404804049.0,-89.1198268207896,11-12
130,130,6550,0,11638.762073853755,25224.57773824636,7860.0,404804049,0.944,404804049.0,-89.11982682079308,11-12
131,131,6600,0,11639.66839148394,25165.58469977271,7920.0,404804049,0.944,404804182.0,-89.11982682078789,11-12
132,132,6650,0,11583.61365672324,25141.62861173135,7980.0,404804182,1.424,404804182.0,-156.85961069353593,11-12
133,133,6700,0,11494.692260215706,25137.888926831503,8040.0,404804182,1.424,380704182.0,-177.59178355887352,11-12
134,134,6749,0,11405.756950286535,25134.599147530425,8100.0,380704182,1.424,380704229.0,-177.8815549313622,11-12
135,135,6799,0,11316.774812538406,25133.18278194359,8160.0,380704229,1.424,378904229.0,-179.08807632834706,11-12
136,136,6848,0,11230.22385358076,25135.04381785706,8220.0,378904229,0.944,378904229.0,178.76820458126198,11-12
137,137,6897,0,11171.22633638001,25135.58507948276,8280.0,378904229,0.944,378904233.0,179.4743653935358,11-12
138,138,6947,0,11112.233133661004,25136.367116435707,8340.0,378904233,0.944,378904233.0,179.24050923934752,11-12
139,139,6997,0,11053.25410025726,25137.939890659807,8400.0,378904233,0.944,423204233.0,178.47247455778722,11-12
140,140,7047,0,10965.40146169441,25138.0,8460.0,423204233,1.424,422604231.0,179.96079786536544,11-12
141,141,7097,0,10899.61951771536,25094.453130099424,8520.0,422604231,1.424,423104693.0,-146.49591138439285,11-12
142,142,7147,0,10940.48546052497,24977.633415193388,8580.0,423104693,2.144,423104693.0,-70.71911138754386,11-12
143,143,7197,0,10992.646671736766,24854.202430246663,8640.0,423104693,2.144,423104693.0,-67.09136540936267,11-12
144,144,7247,0,11044.80788294856,24730.77144529994,8700.0,423104693,2.144,423104693.0,-67.09136540936338,11-12
145,145,7297,0,11096.969094160357,24607.34046035321,8760.0,423104693,2.144,423104693.0,-67.09136540936326,11-12
146,146,7347,0,11149.130305372151,24483.909475406494,8820.0,423104693,2.144,394304693.0,-67.09136540936217,11-12
147,147,7397,0,11201.427507796836,24360.536833948005,8880.0,394304693,2.144,379503943.0,-67.02809337152303,11-12
148,148,7447,0,11255.030179618436,24237.72545947592,8940.0,379503943,2.144,379504692.0,-66.42049156001175,11-12
149,149,7497,0,11308.897656968373,24115.0315413116,9000.0,379504692,2.144,379504692.0,-66.29662788649895,11-12
150,150,7547,0,11362.194049570737,23992.086453831147,9060.0,379504692,2.144,379504692.0,-66.5633868457821,11-12
151,151,7597,0,11415.490442173095,23869.141366350697,9120.0,379504692,2.144,380104692.0,-66.56338684578363,11-12
152,152,7647,0,11468.528888801477,23746.0856982119,9180.0,380104692,2.144,380104691.0,-66.68338699232572,11-12
153,153,7697,0,11520.59147839988,23622.61333637238,9240.0,380104691,2.144,380104691.0,-67.13709500459792,11-12
154,154,7747,0,11572.429388622826,23499.046224794427,9300.0,380104691,2.144,380104691.0,-67.24135661865034,11-12
155,155,7795,0,11624.26729884577,23375.47911321648,9360.0,380104691,2.144,469004691.0,-67.24135661865046,11-12
156,156,7845,0,11675.958379480797,23251.85092975907,9420.0,469004691,2.144,469004691.0,-67.30935216369997,11-12
157,157,7894,0,11727.043080250582,23127.970530392337,9480.0,469004691,2.144,469004691.0,-67.59016262850788,11-12
158,158,7944,0,11778.12778102037,23004.090131025605,9540.0,469004691,2.144,469004691.0,-67.59016262850585,11-12
159,159,7994,0,11829.212481790157,22880.20973165887,9600.0,469004691,2.144,469004691.0,-67.59016262850716,11-12
160,160,8044,0,11880.297182559943,22756.32933229213,9660.0,469004691,2.144,390004369.0,-67.59016262850776,11-12
161,161,8094,0,11925.735612829052,22635.79386946732,9720.0,390004369,2.144,390004369.0,-69.34498844959953,11-12
162,162,8144,0,11811.289626109165,22566.093682066483,9780.0,390004369,2.144,436404365.0,-148.6576425058105,11-12
163,163,8194,0,11808.947647982388,22442.816433399665,9840.0,436404365,2.144,436404365.0,-91.08835429351842,11-12
164,164,8244,0,11859.006431344222,22318.51792895036,9900.0,436404365,2.144,436404365.0,-68.06385641864226,11-12
165,165,8294,0,11909.065214706055,22194.21942450106,9960.0,436404365,2.144,436304364.0,-68.06385641864169,11-12
166,166,8344,0,11955.42260197566,22068.503608237927,10020.0,436304364,2.144,436304364.0,-69.75867590147062,11-12
167,167,8394,0,12001.18476643807,21942.559873563605,10080.0,436304364,2.144,436204363.0,-70.03118170212134,11-12
168,168,8444,0,12033.0,21814.160831603604,10140.0,436204363,2.144,436104362.0,-76.08331522434017,11-12
169,169,8494,0,12021.100300925478,21682.19403672011,10200.0,436104362,2.144,436004361.0,-95.15253546739639,11-12
170,170,8544,0,11968.297898030563,21559.946847045845,10260.0,436004361,2.144,435904360.0,-113.36103329272866,11-12
171,171,8593,0,11869.90730678244,21471.84997687848,10320.0,435904360,2.144,435804359.0,-138.15940209573802,11-12
172,172,8642,0,11760.726334751114,21394.163257853263,10380.0,435804359,2.144,435804359.0,-144.56659605010603,11-12
173,173,8692,0,11652.048358147984,21315.772586205105,10440.0,435804359,2.144,734407352.0,-144.19665589162952,11-12
174,174,8742,0,11537.331775447576,21247.17289706423,10500.0,734407352,2.144,734407351.0,-149.12088068294574,11-12
175,175,8792,0,11406.690609478286,21217.41389463948,10560.0,734407351,2.144,734407351.0,-167.1674504708818,11-12
176,176,8841,0,11276.01638096511,21187.74495460977,10620.0,734407351,2.144,734407351.0,-167.2081374082165,11-12
177,177,8891,0,11145.342152451934,21158.07601458007,10680.0,734407351,2.144,734407351.0,-167.20813740822086,11-12
178,178,8940,0,11014.667923938758,21128.40707455037,10740.0,734407351,2.144,266002925.0,-167.20813740822103,11-12
179,179,8990,0,10884.383646609804,21124.8679821155,10800.0,266002925,2.144,266002925.0,-178.44397796968445,12-1
180,180,9040,0,10754.65294812627,21158.42309902745,10860.0,266002925,2.144,266002925.0,165.4981466745324,12-1
181,181,9090,0,10624.922249642736,21191.9782159394,10920.0,266002925,2.144,266002925.0,165.4981466745309,12-1
182,182,9140,0,10495.191551159203,21225.53333285135,10980.0,266002925,2.144,266003139.0,165.4981466745322,12-1
183,183,9190,0,10386.816602791983,21263.48030659848,11040.0,266003139,0.944,284602847.0,160.70253995101683,12-1
184,184,9240,0,10358.675498254686,21297.21068611528,11100.0,284602847,0.944,230902846.0,129.83809100499667,12-1
185,185,9290,0,10300.456373924282,21292.118028441702,11160.0,230902846,0.944,230902846.0,-175.00083573851094,12-1
186,186,9340,0,10241.79982916612,21298.47489536131,11220.0,230902846,0.944,230902846.0,173.81474508441494,12-1
187,187,9390,0,10183.143284407954,21304.83176228091,11280.0,230902846,0.944,230902846.0,173.814745084419,12-1
188,188,9440,0,10124.48673964979,21311.188629200515,11340.0,230902846,0.944,260202844.0,173.81474508441863,12-1
189,189,9490,0,10065.766219321577,21316.90874502471,11400.0,260202844,0.944,260202844.0,174.43622610221072,12-1
190,190,9539,0,10007.122311037918,21323.38114961789,11460.0,260202844,0.944,260202844.0,173.70187563237016,12-1
191,191,9589,0,9948.478402754256,21329.85355421107,11520.0,260202844,0.944,260202844.0,173.70187563237056,12-1
192,192,9639,0,9889.8344944706,21336.32595880425,11580.0,260202844,0.944,260202844.0,173.7018756323698,12-1
193,193,9688,0,9831.19058618694,21342.79836339743,11640.0,260202844,0.944,284402971.0,173.70187563237036,12-1
194,194,9736,0,9772.541917549948,21349.223462040914,11700.0,284402971,0.944,204902971.0,173.74804536274465,12-1
195,195,9786,0,9713.654775493194,21352.796956917045,11760.0,204902971,0.944,284402971.0,176.52733357771152,12-1
